Date,Price,Open,High,Low,Vol.,Change %,LogReturn
2018-02-19,10378.4,"10,488.90","10,489.35","10,302.75",193.09M,-0.71%,-0.0070953266124304595
2018-02-20,10360.4,"10,391.00","10,429.35","10,347.65",193.46M,-0.17%,-0.0017358771500669238
2018-02-21,10397.45,"10,426.00","10,426.10","10,349.60",241.33M,0.36%,0.003569737650487671
2018-02-22,10382.7,"10,354.35","10,397.55","10,340.65",323.26M,-0.14%,-0.0014196242546064732
2018-02-23,10491.05,"10,408.10","10,499.10","10,396.65",217.13M,1.04%,0.010381553207407197
2018-02-26,10582.6,"10,526.55","10,592.95","10,520.20",177.24M,0.87%,0.008688630203365312
2018-02-27,10554.3,"10,615.20","10,631.65","10,537.25",193.25M,-0.27%,-0.002677783110151532
2018-02-28,10492.85,"10,488.95","10,535.50","10,461.55",294.79M,-0.58%,-0.005839286991953797
2018-03-01,10458.35,"10,479.95","10,525.50","10,447.15",181.38M,-0.33%,-0.003293370421080851
2018-03-05,10358.85,"10,428.30","10,428.70","10,323.90",199.98M,-0.95%,-0.009559475599117866
2018-03-06,10249.25,"10,420.50","10,441.35","10,215.90",229.78M,-1.06%,-0.010636694633347358
2018-03-07,10154.2,"10,232.95","10,243.35","10,141.55",257.20M,-0.93%,-0.009317119173112929
2018-03-08,10242.65,"10,216.25","10,270.35","10,146.40",233.38M,0.87%,0.008672962191259886
2018-03-09,10226.85,"10,271.30","10,296.70","10,211.90",192.33M,-0.15%,-0.001543760535223135
2018-03-12,10421.4,"10,301.60","10,433.65","10,295.45",223.14M,1.90%,0.01884476964735966
2018-03-13,10426.85,"10,389.50","10,478.60","10,377.85",274.85M,0.05%,0.0005228256687392662
2018-03-14,10410.9,"10,393.05","10,420.35","10,336.30",186.99M,-0.15%,-0.0015308757533812772
2018-03-15,10360.15,"10,405.45","10,420.00","10,346.20",179.31M,-0.49%,-0.004886618730243425
2018-03-16,10195.15,"10,345.15","10,346.30","10,180.25",338.70M,-1.59%,-0.016054598478163293
2018-03-19,10094.25,"10,215.35","10,224.55","10,075.30",216.67M,-0.99%,-0.009946162213038488
2018-03-20,10124.35,"10,051.55","10,155.65","10,049.10",209.33M,0.30%,0.002977458601191395
2018-03-21,10155.25,"10,181.95","10,227.30","10,132.95",211.06M,0.31%,0.003047399742905006
2018-03-22,10114.75,"10,167.50","10,207.85","10,105.40",237.63M,-0.40%,-0.003996058598285198
2018-03-23,9998.05,"9,968.80","10,027.70","9,951.90",294.52M,-1.15%,-0.011604680566535094
2018-03-26,10130.65,"9,989.15","10,143.50","9,958.55",270.66M,1.33%,0.01317540806700627
2018-03-27,10184.15,"10,188.00","10,207.90","10,139.65",232.71M,0.53%,0.005267108087200766
2018-03-28,10113.7,"10,143.60","10,158.35","10,096.90",354.98M,-0.69%,-0.006941649770265415
2018-04-02,10211.8,"10,151.65","10,220.10","10,127.75",232.43M,0.97%,0.009652974022243792
2018-04-03,10245.0,"10,186.85","10,255.35","10,171.05",211.65M,0.33%,0.0032458673056040936
2018-04-04,10128.4,"10,274.60","10,279.85","10,111.30",238.18M,-1.14%,-0.011446422598154777
2018-04-05,10325.15,"10,228.45","10,331.80","10,227.45",244.12M,1.94%,0.01923930749389624
2018-04-06,10331.6,"10,322.75","10,350.45","10,290.85",206.36M,0.06%,0.0006244932246961673
2018-04-09,10379.35,"10,333.70","10,397.70","10,328.50",228.51M,0.46%,0.004611095541809039
2018-04-10,10402.25,"10,412.90","10,424.85","10,381.50",259.52M,0.22%,0.0022038735486090344
2018-04-11,10417.15,"10,428.15","10,428.15","10,355.60",258.08M,0.14%,0.0014313575361352732
2018-04-12,10458.65,"10,410.65","10,469.90","10,395.25",246.03M,0.40%,0.003975900772050153
2018-04-13,10480.6,"10,495.30","10,519.90","10,451.45",219.72M,0.21%,0.0020965419525609827
2018-04-16,10528.35,"10,398.30","10,540.15","10,396.35",200.95M,0.46%,0.0045456895487553045
2018-04-17,10548.7,"10,557.30","10,560.45","10,495.65",212.45M,0.19%,0.0019310108694935376
2018-04-18,10526.2,"10,578.90","10,594.20","10,509.70",211.82M,-0.21%,-0.002135242259617881
2018-04-19,10565.3,"10,563.65","10,572.20","10,546.20",270.74M,0.37%,0.0037076589897762787
2018-04-20,10564.05,"10,560.35","10,582.35","10,527.45",252.23M,-0.01%,-0.00011831883152662677
2018-04-23,10584.7,"10,592.80","10,638.35","10,514.95",200.20M,0.20%,0.0019528347124542745
2018-04-24,10614.35,"10,578.10","10,636.80","10,569.00",225.97M,0.28%,0.0027972969858506736
2018-04-25,10570.55,"10,612.40","10,612.60","10,536.45",195.13M,-0.41%,-0.004135026590572263
2018-04-26,10617.8,"10,586.50","10,628.40","10,559.65",345.54M,0.45%,0.00446000545803141
2018-04-27,10692.3,"10,651.65","10,719.80","10,647.55",306.67M,0.70%,0.006992018199326113
2018-04-30,10739.35,"10,705.75","10,759.00","10,704.60",179.16M,0.44%,0.004390709589518126
2018-05-02,10718.05,"10,783.85","10,784.65","10,689.80",236.76M,-0.20%,-0.0019853297227271902
2018-05-03,10679.65,"10,720.15","10,720.60","10,647.45",190.87M,-0.36%,-0.003589174651756966
2018-05-04,10618.25,"10,700.45","10,700.45","10,601.60",192.30M,-0.57%,-0.005765842651452862
2018-05-07,10715.5,"10,653.15","10,725.65","10,635.65",173.62M,0.92%,0.009117072584576636
2018-05-08,10717.8,"10,757.90","10,758.55","10,689.40",278.12M,0.02%,0.00021461930816327936
2018-05-09,10741.7,"10,693.35","10,766.25","10,689.85",222.12M,0.22%,0.0022274526323300824
2018-05-10,10716.55,"10,779.65","10,785.55","10,705.00",197.99M,-0.23%,-0.0023440878464996416
2018-05-11,10806.5,"10,741.95","10,812.05","10,724.45",209.39M,0.84%,0.008358529455248795
2018-05-14,10806.6,"10,815.15","10,834.85","10,774.75",176.70M,0.00%,9.253647093659282e-06
2018-05-15,10801.85,"10,812.60","10,929.20","10,781.40",262.20M,-0.04%,-0.0004396428319947862
2018-05-16,10741.1,"10,751.95","10,790.45","10,699.70",238.22M,-0.56%,-0.005639911064263358
2018-05-17,10682.7,"10,775.60","10,777.25","10,664.50",220.74M,-0.54%,-0.005451894122666254
2018-05-18,10596.4,"10,671.85","10,674.95","10,589.10",229.91M,-0.81%,-0.008111289778323802
2018-05-21,10516.7,"10,616.70","10,621.70","10,505.80",197.29M,-0.75%,-0.007549850905484316
2018-05-22,10536.7,"10,518.45","10,558.60","10,490.55",249.24M,0.19%,0.0018999312240523454
2018-05-23,10430.35,"10,521.10","10,533.55","10,417.80",299.92M,-1.01%,-0.010144575613613642
2018-05-24,10513.85,"10,464.85","10,535.15","10,419.80",306.79M,0.80%,0.007973610106820487
2018-05-25,10605.15,"10,533.05","10,628.05","10,524.00",268.92M,0.87%,0.00864629658472998
2018-05-28,10688.65,"10,648.35","10,709.80","10,640.55",239.79M,0.79%,0.007842698625156882
2018-05-29,10633.3,"10,689.40","10,717.25","10,616.10",232.76M,-0.52%,-0.005191844491806043
2018-05-30,10614.35,"10,579.00","10,648.70","10,558.45",246.12M,-0.18%,-0.0017837271438870593
2018-05-31,10736.15,"10,670.10","10,763.80","10,620.40",629.20M,1.15%,0.011409692638126136
2018-06-01,10696.2,"10,738.45","10,764.75","10,681.50",227.36M,-0.37%,-0.0037280136120426276
2018-06-04,10628.5,"10,765.95","10,770.30","10,618.35",210.15M,-0.63%,-0.006349465872690686
2018-06-05,10593.15,"10,630.70","10,633.15","10,550.90",172.90M,-0.33%,-0.003331506522406068
2018-06-06,10684.65,"10,603.45","10,698.35","10,587.50",195.76M,0.86%,0.00860056622569691
2018-06-07,10768.35,"10,722.60","10,818.00","10,722.60",227.66M,0.78%,0.007803144054513952
2018-06-08,10767.65,"10,736.40","10,779.45","10,709.05",215.94M,-0.01%,-6.500742944348366e-05
2018-06-11,10786.95,"10,781.85","10,850.55","10,777.05",217.85M,0.18%,0.0017908015140969788
2018-06-12,10842.85,"10,816.15","10,856.55","10,789.40",204.42M,0.52%,0.005168806411024235
2018-06-13,10856.7,"10,887.50","10,893.25","10,842.65",220.00M,0.13%,0.0012765243408948135
2018-06-14,10808.05,"10,832.90","10,833.70","10,773.55",190.03M,-0.45%,-0.004491174075410849
2018-06-15,10817.7,"10,808.65","10,834.00","10,755.40",314.76M,0.09%,0.0008924546561854187
2018-06-18,10799.85,"10,830.20","10,830.20","10,787.35",202.73M,-0.17%,-0.0016514363613613185
2018-06-19,10710.45,"10,789.45","10,789.45","10,701.20",231.38M,-0.83%,-0.008312344761134741
2018-06-20,10772.05,"10,734.65","10,781.80","10,724.05",199.47M,0.58%,0.0057349162184533176
2018-06-21,10741.1,"10,808.45","10,809.60","10,725.90",230.51M,-0.29%,-0.0028773119094804597
2018-06-22,10821.85,"10,742.70","10,837.00","10,710.45",236.90M,0.75%,0.007489733777589257
2018-06-25,10762.45,"10,822.90","10,831.05","10,753.05",236.69M,-0.55%,-0.005504014487946581
2018-06-26,10769.15,"10,742.70","10,805.25","10,732.55",226.85M,0.06%,0.0006223411373279281
2018-06-27,10671.4,"10,785.50","10,785.50","10,652.40",253.62M,-0.91%,-0.00911829941593961
2018-06-28,10589.1,"10,660.80","10,674.20","10,557.70",363.16M,-0.77%,-0.0077420955375824396
2018-06-29,10714.3,"10,612.85","10,723.05","10,612.35",250.33M,1.18%,0.011754127647321299
2018-07-02,10657.3,"10,732.35","10,736.15","10,604.65",304.54M,-0.53%,-0.005334194459439767
2018-07-03,10699.9,"10,668.60","10,713.30","10,630.25",208.37M,0.40%,0.00398929227579396
2018-07-04,10769.9,"10,715.00","10,777.15","10,677.75",179.27M,0.65%,0.00652081044432725
2018-07-05,10749.75,"10,786.05","10,786.05","10,726.25",227.27M,-0.19%,-0.0018727075848253383
2018-07-06,10772.65,"10,744.15","10,816.35","10,735.05",256.55M,0.21%,0.0021280162660109484
2018-07-09,10852.9,"10,838.30","10,860.35","10,807.15",189.33M,0.74%,0.0074218106239193555
2018-07-10,10947.25,"10,902.75","10,956.90","10,876.65",203.06M,0.87%,0.00865595778944969
2018-07-11,10948.3,"10,956.40","10,976.65","10,923.00",229.21M,0.01%,9.590989957362647e-05
2018-07-12,11023.2,"11,006.95","11,078.30","10,999.65",256.04M,0.68%,0.006817949629305171
2018-07-13,11018.9,"11,056.90","11,071.35","10,999.75",241.67M,-0.04%,-0.0003901624667839669
2018-07-16,10936.85,"11,018.95","11,019.50","10,926.25",216.97M,-0.74%,-0.007474158884415699
2018-07-17,11008.05,"10,939.65","11,018.50","10,925.60",217.11M,0.65%,0.006489001985478164
2018-07-18,10980.45,"11,060.20","11,076.20","10,956.30",232.50M,-0.25%,-0.0025104044836980507
2018-07-19,10957.1,"10,999.50","11,006.50","10,935.45",222.06M,-0.21%,-0.0021287708807833992
2018-07-20,11010.2,"10,963.50","11,030.25","10,946.20",193.14M,0.48%,0.004834467906516899
2018-07-23,11084.75,"11,019.85","11,093.40","11,010.95",236.15M,0.68%,0.006748173940532834
2018-07-24,11134.3,"11,109.00","11,143.40","11,092.50",212.25M,0.45%,0.00446014407825813
2018-07-25,11132.0,"11,148.40","11,157.15","11,113.25",212.33M,-0.02%,-0.00020659022901692162
2018-07-26,11167.3,"11,132.95","11,185.85","11,125.70",376.66M,0.32%,0.0031660213088618083
2018-07-27,11278.35,"11,232.75","11,283.40","11,210.25",324.34M,0.99%,0.009895093802197335
2018-07-30,11319.55,"11,296.65","11,328.10","11,261.45",287.44M,0.37%,0.0036463605599989543
2018-07-31,11356.5,"11,311.05","11,366.00","11,267.75",264.43M,0.33%,0.003258947894631294
2018-08-01,11346.2,"11,359.80","11,390.55","11,313.55",278.01M,-0.09%,-0.0009073811226593602
2018-08-02,11244.7,"11,328.90","11,328.90","11,234.95",216.53M,-0.89%,-0.00898597957506193
2018-08-03,11360.8,"11,297.80","11,368.00","11,294.55",225.15M,1.03%,0.010271926817053497
2018-08-06,11387.1,"11,401.50","11,427.65","11,370.60",210.00M,0.23%,0.002312302385563333
2018-08-07,11389.45,"11,423.15","11,428.95","11,359.70",233.41M,0.02%,0.00020635258705455244
2018-08-08,11450.0,"11,412.50","11,459.95","11,379.30",217.05M,0.53%,0.005302241678964751
2018-08-09,11470.7,"11,493.25","11,495.20","11,454.10",311.52M,0.18%,0.001806228049557314
2018-08-10,11429.5,"11,474.95","11,478.75","11,419.65",336.42M,-0.36%,-0.00359822573184007
2018-08-13,11355.75,"11,369.60","11,406.30","11,340.30",254.47M,-0.65%,-0.006473508743511776
2018-08-14,11435.1,"11,381.70","11,452.45","11,370.80",239.84M,0.70%,0.006963348942944407
2018-08-16,11385.05,"11,397.15","11,449.85","11,366.25",299.61M,-0.44%,-0.00438648126781707
2018-08-17,11470.75,"11,437.15","11,486.45","11,431.80",241.99M,0.75%,0.007499225722611629
2018-08-20,11551.75,"11,502.10","11,565.30","11,499.65",239.84M,0.71%,0.007036623669863275
2018-08-21,11570.9,"11,576.20","11,581.75","11,539.60",231.06M,0.17%,0.0016563849194054057
2018-08-23,11582.75,"11,620.70","11,620.70","11,546.70",256.16M,0.10%,0.0010235968009065074
2018-08-24,11557.1,"11,566.60","11,604.60","11,532.00",225.60M,-0.22%,-0.0022169556419407827
2018-08-27,11691.95,"11,605.85","11,700.95","11,595.60",205.69M,1.17%,0.01160060409110092
2018-08-28,11738.5,"11,731.95","11,760.20","11,710.50",249.42M,0.40%,0.003973467111897261
2018-08-29,11691.9,"11,744.95","11,753.20","11,678.85",259.35M,-0.40%,-0.003977743567656327
2018-08-30,11676.8,"11,694.75","11,698.80","11,639.70",323.45M,-0.13%,-0.0012923270957780808
2018-08-31,11680.5,"11,675.85","11,727.65","11,640.10",357.23M,0.03%,0.0003168174430219977
2018-09-03,11582.35,"11,751.80","11,751.80","11,567.40",241.73M,-0.84%,-0.008438397050189958
2018-09-04,11520.3,"11,598.75","11,602.55","11,496.85",262.70M,-0.54%,-0.005371691057489936
2018-09-05,11476.95,"11,514.85","11,542.65","11,393.85",253.69M,-0.38%,-0.003770020445457141
2018-09-06,11536.9,"11,514.15","11,562.25","11,436.05",255.56M,0.52%,0.005209917993127512
2018-09-07,11589.1,"11,558.25","11,603.00","11,484.40",305.03M,0.45%,0.0045144070442281106
2018-09-10,11438.1,"11,570.25","11,573.00","11,427.30",295.60M,-1.30%,-0.01311511294512481
2018-09-11,11287.5,"11,476.85","11,479.40","11,274.00",318.09M,-1.32%,-0.013253969499003263
2018-09-12,11369.9,"11,340.10","11,380.75","11,250.20",276.51M,0.73%,0.007273593905905857
2018-09-14,11515.2,"11,443.50","11,523.25","11,430.55",285.22M,1.28%,0.012698389122393185
2018-09-17,11377.75,"11,464.95","11,464.95","11,366.90",207.62M,-1.19%,-0.012008207911445088
2018-09-18,11278.9,"11,381.55","11,411.45","11,268.95",248.30M,-0.87%,-0.00872597027570447
2018-09-19,11234.35,"11,326.65","11,332.05","11,210.90",258.42M,-0.39%,-0.003957674538289147
2018-09-21,11143.1,"11,271.30","11,346.80","10,866.45",741.15M,-0.81%,-0.008155576777395698
2018-09-24,10967.4,"11,164.40","11,170.15","10,943.60",398.82M,-1.58%,-0.015893236100092235
2018-09-25,11067.45,"10,969.95","11,080.60","10,882.85",417.55M,0.91%,0.009081131713379249
2018-09-26,11053.8,"11,145.55","11,145.55","10,993.05",351.04M,-0.12%,-0.0012341076324745481
2018-09-27,10977.55,"11,079.80","11,089.45","10,953.35",418.21M,-0.69%,-0.006921982034895859
2018-09-28,10930.45,"11,008.10","11,034.10","10,850.30",492.89M,-0.43%,-0.004299805784797367
2018-10-01,11008.3,"10,930.90","11,035.65","10,821.55",398.99M,0.71%,0.0070970612969229975
2018-10-03,10858.25,"10,982.70","10,989.05","10,843.75",398.76M,-1.36%,-0.013724374010345193
2018-10-04,10599.25,"10,754.70","10,754.70","10,547.25",438.20M,-2.39%,-0.024141915818458322
2018-10-05,10316.45,"10,514.10","10,540.65","10,261.90",625.15M,-2.67%,-0.027043535271357683
2018-10-08,10348.05,"10,310.15","10,398.35","10,198.40",470.28M,0.31%,0.0030583875372252687
2018-10-09,10301.05,"10,390.30","10,397.60","10,279.35",443.80M,-0.45%,-0.004552264376218849
2018-10-10,10460.1,"10,331.85","10,482.35","10,318.25",373.84M,1.54%,0.015322187033067711
2018-10-11,10234.65,"10,169.80","10,335.95","10,138.60",498.51M,-2.16%,-0.021788996676934184
2018-10-12,10472.5,"10,331.55","10,492.45","10,322.15",354.06M,2.32%,0.022973751695463417
2018-10-15,10512.5,"10,524.20","10,526.30","10,410.15",267.52M,0.38%,0.003812251460013522
2018-10-16,10584.75,"10,550.15","10,604.90","10,525.30",273.44M,0.69%,0.006849260681022563
2018-10-17,10453.05,"10,688.70","10,710.15","10,436.45",293.59M,-1.24%,-0.012520484125164434
2018-10-19,10303.55,"10,339.70","10,380.10","10,249.60",368.55M,-1.43%,-0.014405305806840537
2018-10-22,10245.25,"10,405.85","10,408.55","10,224.00",306.47M,-0.57%,-0.005674312507559446
2018-10-23,10146.8,"10,152.60","10,222.10","10,102.35",312.04M,-0.96%,-0.009655798697018327
2018-10-24,10224.75,"10,278.15","10,290.65","10,126.70",362.27M,0.77%,0.00765286690870562
2018-10-25,10124.9,"10,135.05","10,166.60","10,079.30",522.42M,-0.98%,-0.009813515351592101
2018-10-26,10030.0,"10,122.35","10,128.85","10,004.55",375.56M,-0.94%,-0.009417134426775354
2018-10-29,10250.85,"10,078.10","10,275.30","10,020.35",375.75M,2.20%,0.021780027001601827
2018-10-30,10198.4,"10,239.40","10,285.10","10,175.35",298.75M,-0.51%,-0.005129783734565848
2018-10-31,10386.6,"10,209.55","10,396.00","10,105.10",386.62M,1.85%,0.018285668587721533
2018-11-01,10380.45,"10,441.70","10,441.90","10,341.90",359.34M,-0.06%,-0.0005922844293999892
2018-11-02,10553.0,"10,462.30","10,606.95","10,457.70",434.18M,1.66%,0.01648595028975125
2018-11-05,10524.0,"10,558.75","10,558.80","10,477.00",311.18M,-0.27%,-0.0027518165109068284
2018-11-06,10530.0,"10,552.00","10,600.25","10,491.45",309.88M,0.06%,0.0005699629678378127
2018-11-07,10598.85,"10,614.45","10,616.45","10,591.80",2.83M,0.65%,0.006517178520572509
2018-11-09,10585.2,"10,614.70","10,619.55","10,544.85",305.82M,-0.13%,-0.001288705595872042
2018-11-12,10482.2,"10,607.80","10,645.50","10,464.05",267.71M,-0.97%,-0.009778218544455495
2018-11-13,10582.5,"10,451.90","10,596.25","10,440.55",262.54M,0.96%,0.009523112886812637
2018-11-14,10576.3,"10,634.90","10,651.60","10,532.70",396.37M,-0.06%,-0.0005860445939702791
2018-11-15,10616.7,"10,580.60","10,646.50","10,557.50",306.01M,0.38%,0.003812584243587877
2018-11-16,10682.2,"10,644.00","10,695.15","10,631.15",353.38M,0.62%,0.006150571765309146
2018-11-19,10763.4,"10,731.25","10,774.70","10,688.80",280.52M,0.76%,0.007572685123094404
2018-11-20,10656.2,"10,740.10","10,740.85","10,640.85",304.32M,-1.00%,-0.010009607560291778
2018-11-21,10600.05,"10,670.95","10,671.30","10,562.35",310.19M,-0.53%,-0.0052831643026424535
2018-11-22,10526.75,"10,612.65","10,646.25","10,512.00",246.93M,-0.69%,-0.006939081557190155
2018-11-26,10628.6,"10,568.30","10,637.80","10,489.75",332.86M,0.97%,0.009628844421324417
2018-11-27,10685.6,"10,621.45","10,695.15","10,596.35",382.83M,0.54%,0.005348559728595695
2018-11-28,10728.85,"10,708.75","10,757.80","10,699.85",437.63M,0.40%,0.0040393340764166815
2018-11-29,10858.7,"10,808.70","10,883.05","10,782.35",712.65M,1.21%,0.01203022724265825
2018-11-30,10876.75,"10,892.10","10,922.45","10,835.10",467.86M,0.17%,0.001660881568983717
2018-12-03,10883.75,"10,930.70","10,941.20","10,845.35",422.36M,0.06%,0.0006433675918710725
2018-12-04,10869.5,"10,877.10","10,890.95","10,833.35",332.14M,-0.13%,-0.0013101492455916805
2018-12-05,10782.9,"10,820.45","10,821.05","10,747.95",322.02M,-0.80%,-0.007999155915161048
2018-12-06,10601.15,"10,718.15","10,722.65","10,588.25",328.28M,-1.69%,-0.01699906020055233
2018-12-07,10693.7,"10,644.80","10,704.55","10,599.35",335.85M,0.87%,0.008692297219764921
2018-12-10,10488.45,"10,508.70","10,558.85","10,474.95",393.10M,-1.92%,-0.019380131299703507
2018-12-11,10549.15,"10,350.05","10,567.15","10,333.85",438.70M,0.58%,0.005770636236417964
2018-12-12,10737.6,"10,591.00","10,752.20","10,560.80",371.70M,1.79%,0.017706312465975173
2018-12-13,10791.55,"10,810.75","10,838.60","10,749.50",387.81M,0.50%,0.0050118200605062885
2018-12-14,10805.45,"10,784.50","10,815.75","10,752.10",350.58M,0.13%,0.001287215994746788
2018-12-17,10888.35,"10,853.20","10,900.35","10,844.85",306.15M,0.77%,0.0076427738366829845
2018-12-18,10908.7,"10,850.90","10,915.40","10,819.10",294.94M,0.19%,0.0018672256945391607
2018-12-19,10967.3,"10,930.55","10,985.15","10,928.00",321.80M,0.54%,0.005357482187270915
2018-12-20,10951.7,"10,885.20","10,962.55","10,880.05",328.80M,-0.14%,-0.0014234228417328702
2018-12-21,10754.0,"10,944.25","10,963.65","10,738.65",389.24M,-1.81%,-0.01821691696636476
2018-12-24,10663.5,"10,780.90","10,782.30","10,649.25",230.29M,-0.84%,-0.0084510833319759
2018-12-26,10729.85,"10,635.45","10,747.50","10,534.55",271.94M,0.62%,0.006202881992644477
2018-12-27,10779.8,"10,817.90","10,834.20","10,764.45",470.16M,0.47%,0.004644435384893697
2018-12-28,10859.9,"10,820.95","10,893.60","10,817.15",253.09M,0.74%,0.007403093927215125
2018-12-31,10862.55,"10,913.20","10,923.55","10,853.20",186.50M,0.02%,0.00024398721259765596
2019-01-01,10910.1,"10,881.70","10,923.60","10,807.10",159.40M,0.44%,0.004367872132952804
2019-01-02,10792.5,"10,868.85","10,895.35","10,735.05",309.67M,-1.08%,-0.010837517258318774
2019-01-03,10672.25,"10,796.80","10,814.05","10,661.25",286.24M,-1.11%,-0.011204533761500678
2019-01-04,10727.35,"10,699.70","10,741.05","10,628.65",296.60M,0.52%,0.0051496403451855395
2019-01-07,10771.8,"10,804.85","10,835.95","10,750.15",269.37M,0.41%,0.004135053091520581
2019-01-08,10802.15,"10,786.25","10,818.45","10,733.25",277.70M,0.28%,0.00281358026893282
2019-01-09,10855.15,"10,862.40","10,870.40","10,749.40",333.01M,0.49%,0.004894433359958835
2019-01-10,10821.6,"10,859.35","10,859.35","10,801.80",254.36M,-0.31%,-0.0030954849587457233
2019-01-11,10794.95,"10,834.75","10,850.15","10,739.40",260.79M,-0.25%,-0.002465704610772501
2019-01-14,10737.6,"10,807.00","10,808.00","10,692.35",298.77M,-0.53%,-0.00532683176023677
2019-01-15,10886.8,"10,777.55","10,896.95","10,777.55",310.74M,1.39%,0.013799445774800724
2019-01-16,10890.3,"10,899.65","10,928.15","10,876.90",276.54M,0.03%,0.000321438578151919
2019-01-17,10905.2,"10,920.85","10,930.65","10,844.65",271.68M,0.14%,0.0013672549215348114
2019-01-18,10906.95,"10,914.85","10,928.20","10,852.20",323.81M,0.02%,0.0001604610277990709
